"job_id","title","date_range"
15243,"Software Engineer","October 2018 – Present(1 year 9 months)San Francisco, California"
15244,"Software Engineering Immersive Student","February 2019 – July 2019(5 months)Greater Chicago Area"
15245,"Marketing Associate","September 2017 – October 2018(1 year 1 month)San Francisco Bay Area"
15246,"Strategic Business Development","July 2016 – August 2017(1 year 1 month)Palo Alto, CA"
15247,"Field Marketing, Wings Team Member","March 2014 – June 2016(2 years 3 months)"
15248,"Marketing, Sales and Operations Intern","July 2015 – September 2015(2 months)"
15249,"Membership Assistant","June 2013 – January 2014(7 months)"
15250,"Intimate's Associate","March 2013 – January 2014(10 months)Seattle, WA"
15251,"Software Engineer","September 2019 – Present(10 months)Greater Chicago Area"
15252,"Software Engineer","August 2016 – January 2018(1 year 5 months)Palo Alto, CA"
15253,"Software Developer Intern","May 2015 – August 2015(3 months)Austin, Texas"
15254,"Research Intern","May 2012 – August 2012(3 months)Ithaca, New York Area"
15255,"Software Engineer","January 2018 – Present(2 years 6 months)San Francisco, CA"
15256,"Corporate IT Support Specialist","July 2017 – February 2020(2 years 7 months)San Mateo, California"
15257,"Genius","November 2015 – July 2017(1 year 8 months)Palo Alto, California"
15258,"IS&T Helpdesk Analyst/Problem Coordinator","March 2014 – November 2015(1 year 8 months)Elk Grove, California"
15259,"Genius","April 2011 – March 2014(2 years 11 months)Palo Alto, California"
15260,"Software QA/UAT Tester","September 2013 – October 2013(1 month)Cupertino, California"
15261,"Residential Communications Consultant","September 2008 – January 2012(3 years 4 months)Santa Clara, CA"
15262,"Marketing & Public Relations Intern","June 2010 – September 2010(3 months)London, United Kingdom"
15263,"Sales Associate/Fashion Board Internship","August 2007 – January 2010(2 years 5 months)San Jose, California"
15264,"IT Service Desk Engineer","April 2020 – Present(3 months)Portland, Oregon, United States"
15307,"Tech Lead | Full Stack Developer","May 2018 – Present(2 years 2 months)SpaceDev"
15308,"Owner","July 2007 – July 2020(13 years)Montevideo, Uruguay"
15309,"Senior Software Engineering","March 2007 – March 2018(11 years)"
15310,"Co-Owner","February 2002 – March 2009(7 years 1 month)"
15311,"Software Engineer","1996 – 2001"
15312,"Subcontractor","October 1997 – June 1998(8 months)"
15313,"Senior Software Engineer","July 2020 – PresentMontevideo, Montevideo, Uruguay"
15314,"Co-Founder","March 2018 – Present(2 years 4 months)Montevideo, Uruguay"
15345,"Senior Software Engineer","May 2011 – August 2015(4 years 3 months)"
15346,"Senior Software Engineer","March 2008 – May 2011(3 years 2 months)"
15347,"Senior Software Engineer","August 2006 – March 2008(1 year 7 months)"
15348,"Senior Software Engineer - Telefónica de Argentina","February 2004 – August 2006(2 years 6 months)"
15349,"Senior Software Engineer - Internal projects","May 2003 – February 2004(9 months)"
15350,"Software Engineer - Banco Río/Santander","February 1999 – May 2003(4 years 3 months)"
15351,"Junior Software Developer","August 1998 – February 1999(6 months)"
15360,"Sitecore Developer","July 2015 – June 2019(3 years 11 months)"
15361,"Software Engineer Analyst","April 2014 – July 2015(1 year 3 months)"
15362,"Developer","January 2012 – April 2014(2 years 3 months)"
15363,"Consultor de tecnología","October 2017 – August 2018(10 months)Montevideo"
15364,"Lider de Proyecto","May 2014 – October 2017(3 years 5 months)Caracas"
15365,"Jefe de Departamento de Gestión de Proyectos","November 2011 – December 2014(3 years 1 month)Caracas"
15366,"Senior Software Developer","2010 – 2011Caracas"
15367,"Senior Software Developer","2007 – 2009Caracas"
15411,"Backend Software Engineer","September 2020 – PresentArgentina"
15412,"Partner","September 2016 – Present(4 years)Argentina"
15524,"Senior Developer","September 2019 – Present(1 year)Argentina"
15574,"Digital consultant","August 2020 – Present(1 month)Buenos Aires, Argentina"
15575,"Tech Leader Lar","August 2020 – Present(1 month)Buenos Aires, Argentina"
15576,"Desarrollador Senior Full Stack","June 2012 – Present(8 years 3 months)"
15622,"Sr PHP Software Engineer","July 2017 – September 2020(3 years 2 months)Capital Federal"
15623,"Tech Lead","February 2015 – February 2017(2 years)Buenos Aires"
15624,"PHP Lead Developer","January 2011 – January 2015(4 years)Buenos Aires"
15625,"PHP Senior Developer","April 2010 – January 2011(9 months)"
15626,"Senior Web Developer","June 2009 – August 2010(1 year 2 months)"
15627,"Technology Support Engineer","January 2007 – March 2009(2 years 2 months)"
15628,"Flash Developer Semi-Senior","January 2006 – October 2006(9 months)"
15629,"Project Engineer","June 2006 – August 2006(2 months)"
15630,"Web Developer Junior","January 2005 – December 2005(11 months)"
15678,"Desktop Support Specialist","August 2015 – June 2018(2 years 10 months)Greater Buenos Aires, Argentina"
15679,"Senior System Analyst","June 2014 – July 2015(1 year 1 month)Greater Buenos Aires, Argentina"
15680,"Technical Support Specialist","October 2013 – June 2014(8 months)Greater Buenos Aires, Argentina"
15681,"Technical Support Analyst","December 2010 – September 2013(2 years 9 months)Greater Buenos Aires, Argentina"
15682,"Technical Lead","July 2018 – Present(2 years 2 months)Greater Buenos Aires, Argentina"
15728,"Senior Software Engineer","May 2018 – Present(2 years 4 months)Buenos Aires, Argentina"
15729,"Senior Software Engineer","March 2017 – Present(3 years 6 months)Delaware, United States"
15747,"Development Team Lead","April 2018 – April 2019(1 year)City of Buenos Aires, Argentina"
15748,"Application Developer","March 2017 – March 2018(1 year)City of Buenos Aires, Argentina"
15749,"Web Developer","March 2016 – December 2016(9 months)City of Buenos Aires, Argentina"
15750,"Regional Manager Advanced Product Support & Online Support Systems","July 2012 – August 2015(3 years 1 month)"
15751,"Customer Service Support Manager","May 1997 – July 2012(15 years 2 months)"
15752,"Customer Technical support","November 1996 – May 1997(6 months)Argentina"
15753,"IT staff","May 1994 – October 1996(2 years 5 months)"
15765,"CEO","April 1997 – August 2008(11 years 4 months)Rosario, Argentina"
15766,"Leader Specialist","June 2019 – October 2019(4 months)Capital Federal"
15767,"Profesor","September 2018 – June 2019(9 months)Lomas de Zamora"
15768,"Web Development Specialist","November 2016 – June 2019(2 years 7 months)"
15769,"Senior Java Developer","October 2015 – November 2016(1 year 1 month)"
15770,"Developer","September 2009 – October 2015(6 years 1 month)"
15771,"Developer Web Dynpro for Java","August 2008 – September 2009(1 year 1 month)"
15772,"JavDeveloper","June 2005 – August 2008(3 years 2 months)"
15788,"Freelance Software Developer","2010 – January 2016Abasto, Buenos Aires"
15789,"Senior Software Developer","June 2014 – July 2015(1 year 1 month)Villa Urquiza, Buenos Aires"
15790,"Team Leader","February 2013 – June 2014(1 year 4 months)Palermo, Buenos Aires"
15791,"Freelance Software Developer","June 2010 – December 2013(3 years 6 months)Abasto, Buenos Aires"
15792,"Software manager","April 2009 – February 2013(3 years 10 months)Abasto, Buenos Aires"
15793,"Semi Senior Software Developer","October 2007 – April 2009(1 year 6 months)Buenos Aires"
15794,"Software Developer","2008 – 2008"
15795,"Software Developer","2006 – 2006"
15796,"Call Center Agent","2006 – 2006"
15797,"Senior Software Developer","July 2015 – Present(5 years 2 months)San Diego, CA"
15830,"PHP Sr. Backend","February 2019 – August 2019(6 months)Gran Buenos Aires, Argentina"
15831,"Desarrollador de Software Sénior","July 2017 – February 2019(1 year 7 months)Juan Díaz de Solis, Olivos, Buenos Aire, Argentina"
15832,"Desarrollador de software sénior","April 2017 – July 2017(3 months)Av. Libertador 184 entrepiso A"
15833,"Asesor de Tecnología de la Información","May 2016 – March 2017(10 months)Miranda, Venezuela"
15834,"Honorarios Profesionales","April 2015 – March 2017(1 year 11 months)Caracas, Parque Central."
15835,"Freelance - Desarrollador Master.","December 2015 – March 2016(3 months)Sevilla y alrededores, España"
15836,"Honorarios Profesionales","April 2015 – December 2015(8 months)Caracas, Parque Central"
15837,"Honorarios Profesionales.","April 2015 – August 2015(4 months)Caracas"
15838,"Especialista de Desarrollo","May 2011 – April 2015(3 years 11 months)Castellana"
15839,"Jefe Encargado del departamento de Informática","March 2014 – February 2015(11 months)Ministerio de Salud"
15840,"ANALISTA II","December 2008 – May 2011(2 years 5 months)Avenida Universidad Caracas"
15841,"Analista","May 2008 – November 2008(6 months)Esquina de Salas"
15842,"Senior Software Developer","August 2019 – Present(1 year 1 month)Belgrano, Buenos Aires"
15976,"Software developer","February 2018 – January 2020(1 year 11 months)Uruguay"
16212,"Delivery & Support Manager","August 2015 – January 2018(2 years 5 months)Uruguay"
16213,"Senior Consultant","May 2014 – August 2015(1 year 3 months)Uruguay"
16214,"Senior Consultant Channels & Payments","September 2010 – May 2014(3 years 8 months)Uruguay"
16215,"Senior Consultant Channels & Payments","September 2010 – May 2014(3 years 8 months)Uruguay"
16216,"Teacher","March 2008 – February 2011(2 years 11 months)Uruguay"
16217,"Implementation Specialist","June 2001 – September 2010(9 years 3 months)"
16218,"Encargado de infraestructura","October 1999 – March 2000(5 months)"
16227,"Technical Lead / Developer","November 2013 – January 2020(6 years 2 months)Uruguay"
16228,"ASP.NET Developer","February 2011 – October 2013(2 years 8 months)"
16229,"ASP.NET Developer","October 2008 – February 2011(2 years 4 months)"
16230,"Users support applications","September 2006 – September 2008(2 years)http://www.zendaleather.com"
16231,"Technical Lead / Developer","November 2013 – January 2020(6 years 2 months)Uruguay"
16232,"ASP.NET Developer","February 2011 – October 2013(2 years 8 months)"
16233,"ASP.NET Developer","October 2008 – February 2011(2 years 4 months)"
16234,"Users support applications","September 2006 – September 2008(2 years)http://www.zendaleather.com"
16355,"Software Engineering Analyst","August 2010 – April 2018(7 years 8 months)"
16356,"Senior Developer","April 2018 – Present(2 years 5 months)La Plata, Buenos Aires, Argentina"
16394,"Senior Growth Engineer","September 2019 – Present(1 year)"
16401,"Product Manager","March 2019 – September 2019(6 months)Sunnyvale"
16402,"Software Engineer","August 2015 – March 2019(3 years 7 months)Sunnyvale, California"
16403,"TOEFL Teacher","October 2010 – August 2013(2 years 10 months)Beijing"
16423,"General Manager","January 2005 – December 2019(14 years 11 months)Montevideo, Los Angeles, New York"
16424,"Co-Founder and Project Manager","2006 – 2007Greater Los Angeles Area"
16425,"Lead Front End Developer","December 2019 – Present(10 months)Montevideo, Uruguay"
16428,"Desarrollador de entornos educativos","September 2014 – March 2017(2 years 6 months)Santa Fe"
16429,"Docente Didacticas de la programación","February 2011 – February 2014(3 years)Provincia de Santa Fe, Argentina"
16430,"Desarrollador Full Stack","April 2020 – Present(6 months)Rafaela, Santa Fe, Argentina"
16431,"Desarrollador de software","May 2017 – Present(3 years 5 months)Santa Fe, Argentina"
16432,"Docente Programación de videojuegos III","January 2012 – Present(8 years 9 months)Santa Fe"
16433,"Docente Introducción a la Programación","January 2012 – Present(8 years 9 months)Santa Fe"
16440,"Software Developer","June 2018 – November 2018(5 months)Edmonton y alrededores, Canadá"
16441,"Functional Analyst","September 2020 – Present(1 month)"
16442,"Full Stack Developer","November 2015 – Present(4 years 11 months)Ciudad Autónoma de Buenos Aires"
16583,"Lead Android Developer","September 2018 – Present(2 years 1 month)Austin, Texas, United States"
16584,"Freelance Android Developer","February 2018 – Present(2 years 8 months)"
16585,"Football Coach","February 2007 – Present(13 years 8 months)"
16586,"Senior Backend Engineer","March 2014 – January 2015(10 months)Buenos Aires, Argentina"
16587,"Technical Lead","May 2012 – May 2014(2 years)Buenos Aires, Argentina"
16588,"Senior Game Developer","February 2011 – April 2012(1 year 2 months)Buenos Aires, Argentina"
16589,"Web Developer","August 2009 – February 2011(1 year 6 months)Buenos Aires, Argentina"
16590,"Quality Assurance Analyst","December 2008 – June 2009(6 months)La Plata, Buenos Aires, Argentina"
16591,"Senior Software Engineer","January 2015 – Present(5 years 9 months)Buenos Aires, Argentina"
17966,"Full stack developer","July 2020 – Present(3 months)"
17967,"Mentor","June 2020 – Present(4 months)"
17968,"Front-End Developer","February 2013 – March 2020(7 years 1 month)TheBytery.com"
17969,"Diseñador web","May 2004 – May 2005(1 year)"
17970,"Frontend Web Developer","July 2004 – Present(16 years 3 months)"
17971,"Front-end Developer","February 2014 – Present(6 years 8 months)Argentina"
17972,"Director","January 2004 – Present(16 years 9 months)"
17973,"Diseñador Gráfico y Maquetador Web","May 2003 – Present(17 years 5 months)Mar del Plata"
